,adam,gradient_descend,ada_grad,momentum,Nesterov,rms_prop
158,[-0.00062707  0.00029288],[-6.89095281  1.46057875],[-6.42283601  0.35387525],[-6.8790246  1.4106233],[-6.89095281  1.46057875],[-6.54286596  0.51499286]
159,[-0.0007402  0.0002166],[-6.89026371  1.4576576 ],[-6.42017239  0.35094013],[-6.87826026  1.4074878 ],[-6.89026371  1.4576576 ],[-6.53803079  0.50738128]
160,[-0.00082373  0.00012712],[-6.88957469  1.45474228],[-6.41751194  0.34803161],[-6.877496    1.40435928],[-6.88957469  1.45474228],[-6.53314909  0.49980444]
161,[-8.78518063e-04  3.43487991e-05],[-6.88888573  1.4518328 ],[-6.41485464  0.34514942],[-6.87673182  1.4012377 ],[-6.88888573  1.4518328 ],[-6.52822027  0.49226306]
162,[-9.06060468e-04 -5.24891617e-05],[-6.88819684  1.44892913],[-6.41220045  0.34229327],[-6.87596773  1.39812307],[-6.88819684  1.44892913],[-6.5232437   0.48475786]
163,[-0.00090837 -0.00012564],[-6.88750802  1.44603127],[-6.40954937  0.33946288],[-6.87520372  1.39501536],[-6.88750802  1.44603127],[-6.51821878  0.47728958]
164,[-0.0008879  -0.00017942],[-6.88681927  1.44313921],[-6.40690134  0.33665799],[-6.8744398   1.39191456],[-6.88681927  1.44313921],[-6.51314489  0.46985898]
165,[-0.00084741 -0.00021059],[-6.88613059  1.44025293],[-6.40425637  0.33387832],[-6.87367597  1.38882065],[-6.88613059  1.44025293],[-6.50802142  0.46246682]
166,[-0.00078988 -0.00021839],[-6.88544198  1.43737242],[-6.40161441  0.33112361],[-6.87291221  1.38573362],[-6.88544198  1.43737242],[-6.50284775  0.45511389]
167,[-0.00071844 -0.00020438],[-6.88475343  1.43449768],[-6.39897544  0.3283936 ],[-6.87214855  1.38265345],[-6.88475343  1.43449768],[-6.49762326  0.44780099]
168,[-0.00063623 -0.00017207],[-6.88406496  1.43162868],[-6.39633945  0.32568804],[-6.87138497  1.37958013],[-6.88406496  1.43162868],[-6.49234735  0.44052892]
169,[-0.00054637 -0.00012639],[-6.88337655  1.42876543],[-6.3937064   0.32300665],[-6.87062147  1.37651363],[-6.88337655  1.42876543],[-6.48701941  0.43329852]
170,[-4.51851648e-04 -7.30733471e-05],[-6.88268821  1.4259079 ],[-6.39107628  0.3203492 ],[-6.86985806  1.37345396],[-6.88268821  1.4259079 ],[-6.48163881  0.42611061]
171,[-3.55479619e-04 -1.80089789e-05],[-6.88199994  1.42305608],[-6.38844906  0.31771544],[-6.86909473  1.37040108],[-6.88199994  1.42305608],[-6.47620496  0.41896605]
172,[-2.59839021e-04  3.33123672e-05],[-6.88131174  1.42020997],[-6.38582472  0.31510513],[-6.86833149  1.36735499],[-6.88131174  1.42020997],[-6.47071725  0.41186571]
173,[-1.67238190e-04  7.63070494e-05],[-6.88062361  1.41736955],[-6.38320323  0.31251801],[-6.86756833  1.36431567],[-6.88062361  1.41736955],[-6.46517508  0.40481045]
174,[-7.96821943e-05  1.07647441e-04],[-6.87993555  1.41453481],[-6.38058459  0.30995386],[-6.86680526  1.36128311],[-6.87993555  1.41453481],[-6.45957787  0.39780118]
175,[1.14715176e-06 1.25459833e-04],[-6.87924756  1.41170574],[-6.37796875  0.30741244],[-6.86604227  1.35825729],[-6.87924756  1.41170574],[-6.45392503  0.39083878]
176,[7.39013071e-05 1.29362645e-04],[-6.87855963  1.40888233],[-6.37535572  0.30489352],[-6.86527937  1.35523819],[-6.87855963  1.40888233],[-6.44821598  0.38392418]
177,[0.00013757 0.00012036],[-6.87787177  1.40606456],[-6.37274546  0.30239687],[-6.86451655  1.3522258 ],[-6.87787177  1.40606456],[-6.44245016  0.37705829]
178,[0.00019145 0.00010059],[-6.87718399  1.40325243],[-6.37013795  0.29992227],[-6.86375382  1.34922011],[-6.87718399  1.40325243],[-6.43662702  0.37024204]
179,[2.35185115e-04 7.30513176e-05],[-6.87649627  1.40044593],[-6.36753318  0.29746948],[-6.86299117  1.3462211 ],[-6.87649627  1.40044593],[-6.430746    0.36347639]
180,[2.68677263e-04 4.11705762e-05],[-6.87580862  1.39764504],[-6.36493113  0.2950383 ],[-6.8622286   1.34322876],[-6.87580862  1.39764504],[-6.42480658  0.35676227]
181,[2.92106729e-04 8.47093987e-06],[-6.87512104  1.39484975],[-6.36233177  0.2926285 ],[-6.86146612  1.34024307],[-6.87512104  1.39484975],[-6.41880824  0.35010065]
182,[ 3.05884839e-04 -2.17953587e-05],[-6.87443353  1.39206005],[-6.3597351   0.29023988],[-6.86070373  1.33726401],[-6.87443353  1.39206005],[-6.41275047  0.34349248]
183,[ 3.10623326e-04 -4.69328864e-05],[-6.87374608  1.38927593],[-6.35714108  0.28787221],[-6.85994142  1.33429158],[-6.87374608  1.38927593],[-6.40663281  0.33693875]
184,[ 3.07099399e-04 -6.50097207e-05],[-6.87305871  1.38649738],[-6.35454971  0.28552529],[-6.8591792   1.33132575],[-6.87305871  1.38649738],[-6.40045477  0.33044043]
185,[ 2.96220108e-04 -7.49699163e-05],[-6.8723714   1.38372438],[-6.35196096  0.28319892],[-6.85841705  1.32836652],[-6.8723714   1.38372438],[-6.39421593  0.32399849]
186,[ 2.78986957e-04 -7.66499889e-05],[-6.87168417  1.38095693],[-6.34937482  0.28089289],[-6.857655    1.32541386],[-6.87168417  1.38095693],[-6.38791584  0.31761391]
187,[ 2.56461619e-04 -7.07071561e-05],[-6.870997    1.37819502],[-6.34679128  0.27860699],[-6.85689303  1.32246777],[-6.870997    1.37819502],[-6.38155412  0.31128768]
188,[ 2.29733510e-04 -5.84748868e-05],[-6.8703099   1.37543863],[-6.3442103   0.27634104],[-6.85613114  1.31952823],[-6.8703099   1.37543863],[-6.37513039  0.30502078]
189,[ 1.99889833e-04 -4.17668585e-05],[-6.86962287  1.37268775],[-6.34163189  0.27409483],[-6.85536934  1.31659521],[-6.86962287  1.37268775],[-6.3686443   0.29881419]
190,[ 1.67988605e-04 -2.26533938e-05],[-6.8689359   1.36994238],[-6.33905602  0.27186817],[-6.85460762  1.31366872],[-6.8689359   1.36994238],[-6.36209553  0.29266887]
191,[ 1.35035055e-04 -3.23478543e-06],[-6.86824901  1.36720249],[-6.33648267  0.26966087],[-6.85384599  1.31074874],[-6.86824901  1.36720249],[-6.35548378  0.28658581]
192,[1.01961645e-04 1.45661388e-05],[-6.86756219  1.36446809],[-6.33391184  0.26747273],[-6.85308444  1.30783524],[-6.86756219  1.36446809],[-6.34880881  0.28056596]
193,[6.96118566e-05 2.91738968e-05],[-6.86687543  1.36173915],[-6.3313435   0.26530358],[-6.85232298  1.30492822],[-6.86687543  1.36173915],[-6.34207037  0.27461027]
194,[3.87277979e-05 3.94797922e-05],[-6.86618874  1.35901567],[-6.32877765  0.26315323],[-6.8515616   1.30202766],[-6.86618874  1.35901567],[-6.33526829  0.2687197 ]
195,[9.94155089e-06 4.49041870e-05],[-6.86550212  1.35629764],[-6.32621425  0.26102149],[-6.85080031  1.29913355],[-6.86550212  1.35629764],[-6.3284024   0.26289516]
196,[-1.62298789e-05  4.54010983e-05],[-6.86481557  1.35358505],[-6.32365331  0.25890819],[-6.8500391   1.29624587],[-6.86481557  1.35358505],[-6.32147258  0.25713758]
197,[-3.93862366e-05  4.14102837e-05],[-6.86412909  1.35087788],[-6.32109481  0.25681314],[-6.84927797  1.29336461],[-6.86412909  1.35087788],[-6.31447876  0.25144784]
198,[-5.92426036e-05  3.37665977e-05],[-6.86344268  1.34817612],[-6.31853873  0.25473617],[-6.84851693  1.29048976],[-6.86344268  1.34817612],[-6.30742089  0.24582683]
199,[-7.56252293e-05  2.35796249e-05],[-6.86275633  1.34547977],[-6.31598505  0.25267711],[-6.84775598  1.28762129],[-6.86275633  1.34547977],[-6.30029897  0.24027541]
200,[-8.84649822e-05  1.20982351e-05],[-6.86207006  1.34278881],[-6.31343378  0.25063579],[-6.84699511  1.2847592 ],[-6.86207006  1.34278881],[-6.29311305  0.2347944 ]
201,[-9.77888151e-05  5.74762100e-07],[-6.86138385  1.34010323],[-6.31088488  0.24861202],[-6.84623432  1.28190348],[-6.86138385  1.34010323],[-6.28586322  0.22938462]
202,[-1.03709652e-04 -9.85788057e-06],[-6.86069771  1.33742302],[-6.30833835  0.24660566],[-6.84547362  1.2790541 ],[-6.86069771  1.33742302],[-6.27854961  0.22404683]
203,[-1.06415104e-04 -1.82853871e-05],[-6.86001164  1.33474818],[-6.30579418  0.24461652],[-6.844713    1.27621105],[-6.86001164  1.33474818],[-6.27117239  0.21878179]
204,[-1.0615541e-04 -2.4080150e-05],[-6.85932564  1.33207868],[-6.30325235  0.24264445],[-6.84395247  1.27337432],[-6.85932564  1.33207868],[-6.2637318  0.2135902]
205,[-1.03230982e-04 -2.69346121e-05],[-6.85863971  1.32941452],[-6.30071285  0.24068928],[-6.84319202  1.2705439 ],[-6.85863971  1.32941452],[-6.25622811  0.20847276]
206,[-9.79799075e-05 -2.68599951e-05],[-6.85795385  1.3267557 ],[-6.29817567  0.23875086],[-6.84243165  1.26771977],[-6.85795385  1.3267557 ],[-6.24866163  0.20343009]
207,[-9.07657175e-05 -2.41538953e-05],[-6.85726805  1.32410218],[-6.29564079  0.23682902],[-6.84167137  1.26490192],[-6.85726805  1.32410218],[-6.24103274  0.1984628 ]
208,[-8.19657198e-05 -1.93429544e-05],[-6.85658232  1.32145398],[-6.29310821  0.23492361],[-6.84091118  1.26209033],[-6.85658232  1.32145398],[-6.23334186  0.19357145]
209,[-7.19601170e-05 -1.31086536e-05],[-6.85589667  1.31881107],[-6.2905779   0.23303447],[-6.84015107  1.25928499],[-6.85589667  1.31881107],[-6.22558944  0.18875654]
210,[-6.11221195e-05 -6.20515672e-06],[-6.85521108  1.31617345],[-6.28804987  0.23116145],[-6.83939104  1.25648589],[-6.85521108  1.31617345],[-6.217776    0.18401856]
211,[-4.98091998e-05  6.21957829e-07],[-6.85452555  1.3135411 ],[-6.28552409  0.2293044 ],[-6.8386311   1.25369301],[-6.85452555  1.3135411 ],[-6.2099021   0.17935791]
212,[-3.83555985e-05  6.70817698e-06],[-6.8538401   1.31091402],[-6.28300057  0.22746316],[-6.83787124  1.25090633],[-6.8538401   1.31091402],[-6.20196836  0.17477497]
213,[-2.70661506e-05  1.15274764e-05],[-6.85315472  1.30829219],[-6.28047927  0.2256376 ],[-6.83711147  1.24812585],[-6.85315472  1.30829219],[-6.19397542  0.17027006]
214,[-1.62114567e-05  1.47305047e-05],[-6.8524694   1.30567561],[-6.2779602   0.22382755],[-6.83635178  1.24535155],[-6.8524694   1.30567561],[-6.18592399  0.16584344]
215,[-6.02439206e-06  1.61616430e-05],[-6.85178416  1.30306426],[-6.27544335  0.22203289],[-6.83559218  1.24258342],[-6.85178416  1.30306426],[-6.1778148   0.16149533]
216,[3.30208883e-06 1.58553159e-05],[-6.85109898  1.30045813],[-6.2729287   0.22025346],[-6.83483266  1.23982144],[-6.85109898  1.30045813],[-6.16964866  0.15722588]
217,[1.16159239e-05 1.40139360e-05],[-6.85041387  1.29785721],[-6.27041624  0.21848912],[-6.83407322  1.2370656 ],[-6.85041387  1.29785721],[-6.16142638  0.15303519]
218,[1.88057847e-05 1.09714420e-05],[-6.84972883  1.2952615 ],[-6.26790596  0.21673974],[-6.83331387  1.23431588],[-6.84972883  1.2952615 ],[-6.15314884  0.1489233 ]
219,[2.4799901e-05 7.1474271e-06],[-6.84904385  1.29267097],[-6.26539786  0.21500517],[-6.83255461  1.23157228],[-6.84904385  1.29267097],[-6.14481695  0.1448902 ]
220,[2.95639992e-05 2.99729757e-06],[-6.84835895  1.29008563],[-6.26289191  0.21328528],[-6.83179542  1.22883477],[-6.84835895  1.29008563],[-6.13643164  0.14093581]
221,[ 3.30984905e-05 -1.03623272e-06],[-6.84767411  1.28750546],[-6.26038812  0.21157993],[-6.83103633  1.22610335],[-6.84767411  1.28750546],[-6.1279939   0.13706001]
222,[ 3.54350544e-05 -4.56565299e-06],[-6.84698935  1.28493045],[-6.25788647  0.20988898],[-6.83027731  1.223378  ],[-6.84698935  1.28493045],[-6.11950474  0.1332626 ]
223,[ 3.66327633e-05 -7.29155477e-06],[-6.84630465  1.28236059],[-6.25538696  0.20821231],[-6.82951838  1.22065871],[-6.84630465  1.28236059],[-6.1109652   0.12954334]
224,[ 3.67738896e-05 -9.02360319e-06],[-6.84562002  1.27979587],[-6.25288956  0.20654978],[-6.82875954  1.21794547],[-6.84562002  1.27979587],[-6.10237634  0.12590192]
225,[ 3.59595339e-05 -9.68866694e-06],[-6.84493545  1.27723628],[-6.25039428  0.20490126],[-6.82800078  1.21523825],[-6.84493545  1.27723628],[-6.09373925  0.12233798]
226,[ 3.43052014e-05 -9.32655191e-06],[-6.84425096  1.2746818 ],[-6.24790111  0.20326663],[-6.8272421   1.21253705],[-6.84425096  1.2746818 ],[-6.08505505  0.1188511 ]
227,[ 3.19364449e-05 -8.07496697e-06],[-6.84356654  1.27213244],[-6.24541003  0.20164576],[-6.82648351  1.20984186],[-6.84356654  1.27213244],[-6.07632486  0.1154408 ]
228,[ 2.89846778e-05 -6.14625834e-06],[-6.84288218  1.26958818],[-6.24292103  0.20003851],[-6.825725    1.20715266],[-6.84288218  1.26958818],[-6.06754985  0.11210657]
229,[ 2.55832472e-05 -3.79901886e-06],[-6.84219789  1.267049  ],[-6.24043412  0.19844477],[-6.82496658  1.20446943],[-6.84219789  1.267049  ],[-6.05873117  0.10884781]
230,[ 2.18638417e-05 -1.30788527e-06],[-6.84151367  1.2645149 ],[-6.23794927  0.19686442],[-6.82420824  1.20179217],[-6.84151367  1.2645149 ],[-6.04986998  0.10566391]
231,[1.79532921e-05 1.06530449e-06],[-6.84082952  1.26198587],[-6.23546648  0.19529733],[-6.82344999  1.19912086],[-6.84082952  1.26198587],[-6.04096749  0.10255418]
232,[1.39708094e-05 3.09626400e-06],[-6.84014544  1.2594619 ],[-6.23298575  0.19374337],[-6.82269181  1.19645549],[-6.84014544  1.2594619 ],[-6.03202486  0.0995179 ]
233,[1.00256864e-05 4.61686147e-06],[-6.83946142  1.25694298],[-6.23050706  0.19220244],[-6.82193373  1.19379604],[-6.83946142  1.25694298],[-6.0230433  0.0965543]
234,[6.21547748e-06 5.52632359e-06],[-6.83877748  1.25442909],[-6.2280304   0.19067441],[-6.82117573  1.1911425 ],[-6.83877748  1.25442909],[-6.01402399  0.09366256]
235,[2.62465576e-06 5.79464643e-06],[-6.8380936   1.25192023],[-6.22555577  0.18915917],[-6.82041781  1.18849486],[-6.8380936   1.25192023],[-6.00496811  0.09084183]
236,[-6.76264348e-07  5.45863259e-06],[-6.83740979  1.24941639],[-6.22308316  0.1876566 ],[-6.81965998  1.18585311],[-6.83740979  1.24941639],[-5.99587686  0.08809122]
237,[-3.63116197e-06  4.61166601e-06],[-6.83672605  1.24691756],[-6.22061256  0.18616659],[-6.81890223  1.18321723],[-6.83672605  1.24691756],[-5.98675141  0.08540981]
238,[-6.19833417e-06  3.38885180e-06],[-6.83604238  1.24442372],[-6.21814396  0.18468901],[-6.81814456  1.18058721],[-6.83604238  1.24442372],[-5.97759293  0.08279662]
239,[-8.35014905e-06  1.94945152e-06],[-6.83535877  1.24193488],[-6.21567736  0.18322377],[-6.81738698  1.17796303],[-6.83535877  1.24193488],[-5.96840257  0.08025068]
240,[-1.00723727e-05  4.58627483e-07],[-6.83467524  1.23945101],[-6.21321275  0.18177075],[-6.81662948  1.17534468],[-6.83467524  1.23945101],[-5.95918147  0.07777095]
241,[-1.13632188e-05 -9.29617184e-07],[-6.83399177  1.2369721 ],[-6.21075011  0.18032984],[-6.81587207  1.17273216],[-6.83399177  1.2369721 ],[-5.94993076  0.07535641]
242,[-1.22321721e-05 -2.08671738e-06],[-6.83330837  1.23449816],[-6.20828945  0.17890093],[-6.81511474  1.17012544],[-6.83330837  1.23449816],[-5.94065156  0.07300597]
243,[-1.26986382e-05 -2.91988961e-06],[-6.83262504  1.23202916],[-6.20583076  0.17748391],[-6.8143575   1.16752452],[-6.83262504  1.23202916],[-5.93134494  0.07071855]
244,[-1.27904705e-05 -3.37789057e-06],[-6.83194178  1.22956511],[-6.20337402  0.17607868],[-6.81360034  1.16492938],[-6.83194178  1.22956511],[-5.922012    0.06849304]
245,[-1.25424250e-05 -3.45206148e-06],[-6.83125858  1.22710598],[-6.20091923  0.17468513],[-6.81284326  1.16234001],[-6.83125858  1.22710598],[-5.91265377  0.06632833]
246,[-1.19945880e-05 -3.17301261e-06],[-6.83057546  1.22465176],[-6.19846639  0.17330315],[-6.81208627  1.15975639],[-6.83057546  1.22465176],[-5.90327128  0.06422326]
247,[-1.11908214e-05 -2.60370363e-06],[-6.8298924   1.22220246],[-6.19601549  0.17193266],[-6.81132936  1.15717852],[-6.8298924   1.22220246],[-5.89386554  0.06217671]
248,[-1.01772627e-05 -1.82996257e-06],[-6.82920941  1.21975806],[-6.19356651  0.17057353],[-6.81057254  1.15460637],[-6.82920941  1.21975806],[-5.88443753  0.06018752]
249,[-9.00091258e-06 -9.49641646e-07],[-6.82852649  1.21731854],[-6.19111946  0.16922567],[-6.8098158   1.15203994],[-6.82852649  1.21731854],[-5.8749882   0.05825451]
250,[-7.70833923e-06 -6.16283533e-08],[-6.82784363  1.2148839 ],[-6.18867433  0.16788898],[-6.80905914  1.14947922],[-6.82784363  1.2148839 ],[-5.86551848  0.05637654]
251,[-6.34451971e-06  7.44173060e-07],[-6.82716085  1.21245413],[-6.1862311   0.16656337],[-6.80830257  1.14692419],[-6.82716085  1.21245413],[-5.85602928  0.05455243]
252,[-4.95183587e-06  1.39498000e-06],[-6.82647813  1.21002923],[-6.18378978  0.16524872],[-6.80754608  1.14437484],[-6.82647813  1.21002923],[-5.84652147  0.05278101]
253,[-3.56923520e-06  1.84075654e-06],[-6.82579549  1.20760917],[-6.18135036  0.16394496],[-6.80678968  1.14183115],[-6.82579549  1.20760917],[-5.83699591  0.05106112]
254,[-2.23156221e-06  2.05700513e-06],[-6.82511291  1.20519395],[-6.17891283  0.16265197],[-6.80603336  1.13929312],[-6.82511291  1.20519395],[-5.82745341  0.04939159]
255,[-9.69060983e-07  2.04472046e-06],[-6.8244304   1.20278356],[-6.17647718  0.16136966],[-6.80527713  1.13676073],[-6.8244304   1.20278356],[-5.81789477  0.04777128]
256,[1.92954920e-07 1.82778626e-06],[-6.82374795  1.20037799],[-6.17404341  0.16009794],[-6.80452097  1.13423397],[-6.82374795  1.20037799],[-5.80832076  0.04619901]
257,[1.23427306e-06 1.44832522e-06],[-6.82306558  1.19797724],[-6.17161151  0.15883672],[-6.80376491  1.13171283],[-6.82306558  1.19797724],[-5.79873211  0.04467366]
258,[2.13980427e-06 9.60668955e-07],[-6.82238327  1.19558128],[-6.16918148  0.1575859 ],[-6.80300892  1.12919729],[-6.82238327  1.19558128],[-5.78912956  0.04319409]
259,[2.89947021e-06 4.24688578e-07],[-6.82170103  1.19319012],[-6.16675331  0.15634539],[-6.80225303  1.12668734],[-6.82170103  1.19319012],[-5.77951377  0.04175918]
260,[ 3.50797246e-06 -1.00780509e-07],[-6.82101886  1.19080374],[-6.16432699  0.15511511],[-6.80149721  1.12418297],[-6.82101886  1.19080374],[-5.76988542  0.04036781]
261,[ 3.96446041e-06 -5.63766838e-07],[-6.82033676  1.18842213],[-6.16190252  0.15389495],[-6.80074148  1.12168417],[-6.82033676  1.18842213],[-5.76024514  0.03901889]
262,[ 4.27211660e-06 -9.23729597e-07],[-6.81965473  1.18604529],[-6.15947989  0.15268484],[-6.79998583  1.11919092],[-6.81965473  1.18604529],[-5.75059354  0.03771132]
263,[ 4.43767811e-06 -1.15452631e-06],[-6.81897276  1.1836732 ],[-6.1570591   0.15148468],[-6.79923027  1.11670321],[-6.81897276  1.1836732 ],[-5.7409312   0.03644404]
264,[ 4.47091269e-06 -1.24563779e-06],[-6.81829086  1.18130585],[-6.15464014  0.15029439],[-6.79847479  1.11422104],[-6.81829086  1.18130585],[-5.73125869  0.035216  ]
265,[ 4.38406743e-06 -1.20169630e-06],[-6.81760904  1.17894324],[-6.15222301  0.14911387],[-6.79771939  1.11174438],[-6.81760904  1.17894324],[-5.72157655  0.03402615]
266,[ 4.19130718e-06 -1.04052972e-06],[-6.81692727  1.17658535],[-6.14980769  0.14794305],[-6.79696408  1.10927322],[-6.81692727  1.17658535],[-5.71188528  0.03287348]
267,[ 3.90815797e-06 -7.90063495e-07],[-6.81624558  1.17423218],[-6.14739419  0.14678184],[-6.79620885  1.10680756],[-6.81624558  1.17423218],[-5.70218539  0.03175697]
268,[ 3.55096956e-06 -4.84504679e-07],[-6.81556396  1.17188372],[-6.1449825   0.14563016],[-6.79545371  1.10434738],[-6.81556396  1.17188372],[-5.69247734  0.03067563]
269,[ 3.13640912e-06 -1.60263558e-07],[-6.8148824   1.16953995],[-6.14257261  0.14448792],[-6.79469865  1.10189267],[-6.8148824   1.16953995],[-5.68276158  0.02962851]
270,[2.68099611e-06 1.47948996e-07],[-6.81420091  1.16720087],[-6.14016452  0.14335504],[-6.79394368  1.09944341],[-6.81420091  1.16720087],[-5.67303853  0.02861463]
271,[2.20068654e-06 4.10470666e-07],[-6.81351949  1.16486647],[-6.13775823  0.14223144],[-6.79318878  1.0969996 ],[-6.81351949  1.16486647],[-5.66330861  0.02763309]
272,[1.71051246e-06 6.05198077e-07],[-6.81283814  1.16253674],[-6.13535372  0.14111704],[-6.79243398  1.09456122],[-6.81283814  1.16253674],[-5.6535722   0.02668295]
273,[1.22428071e-06 7.19085721e-07],[-6.81215686  1.16021166],[-6.13295099  0.14001175],[-6.79167925  1.09212826],[-6.81215686  1.16021166],[-5.64382968  0.02576332]
274,[7.54333103e-07 7.48579936e-07],[-6.81147564  1.15789124],[-6.13055005  0.13891551],[-6.79092461  1.0897007 ],[-6.81147564  1.15789124],[-5.63408139  0.02487333]
275,[3.11368139e-07 6.99047521e-07],[-6.81079449  1.15557546],[-6.12815087  0.13782822],[-6.79017005  1.08727855],[-6.81079449  1.15557546],[-5.62432768  0.02401211]
276,[-9.56770018e-08  5.83354790e-07],[-6.81011341  1.15326431],[-6.12575346  0.13674982],[-6.78941558  1.08486177],[-6.81011341  1.15326431],[-5.61456885  0.02317884]
277,[-4.59686997e-07  4.19823935e-07],[-6.8094324   1.15095778],[-6.12335782  0.13568023],[-6.78866119  1.08245037],[-6.8094324   1.15095778],[-5.60480522  0.02237269]
278,[-7.75375478e-07  2.29834819e-07],[-6.80875146  1.14865586],[-6.12096393  0.13461936],[-6.78790689  1.08004433],[-6.80875146  1.14865586],[-5.59503706  0.02159286]
